customer_name,customer_id,gender,age,zipcode,city,Tenure in months,phone no.,avg monthly usage,plan type,avg monthly download(GB),payment method,total charge,total refunds,customer status,churn category,churn reason
Tiffany Ryan,58458481,Female,36,69868,North Catherine,8,+1-282-385-7809,1643,Premium,91,Bank Transfer,71.21,46.66,Stayed,,
Jennifer Spencer,93082436,Female,53,43021,New Crystal,43,001-368-203-7263,412,Basic,139,Bank Transfer,28.47,32.86,Churned,Dissatisfaction,Product dissatisfaction
Robert Romero,75064297,Male,46,54998,North Patricia,1,921-353-9160x417,172,Premium,141,Credit Card,140.34,21.95,Stayed,,
Amy Wilson,52983594,Male,77,34051,Michaelshire,51,+1-439-789-8492,1261,Premium,133,Bank Transfer,175.3,2.24,Churned,Attitude,Attitude of support person
Jessica Johnson,48827354,Male,35,88351,Jasmineburgh,24,(440)588-6475,791,Premium,158,Credit Card,49.32,46.01,Churned,Attitude,Attitude of support person
Melody Levy,59322604,Female,19,55997,Lake Dannyland,24,(212)698-7582x830,729,Standard,170,PayPal,166.23,23.51,Churned,Attitude,Attitude of service provider
Meredith Johnson,66799562,Male,18,12241,Simpsonfort,17,900-267-8540,469,Standard,42,Bank Transfer,173.61,1.45,Churned,Price,Price too high
Danny Richardson,42530418,Male,64,34511,Wardside,5,+1-310-638-1717,1699,Premium,193,Bank Transfer,184.58,34.49,Stayed,,
Joshua Davenport,46565082,Female,22,10254,New Erikaberg,20,(912)787-5435x79788,1325,Premium,48,Bank Transfer,67.75,24.09,Stayed,,
Annette Roman,10092529,Male,37,55765,Penaton,21,7512196697,1692,Basic,90,PayPal,182.71,6.22,Stayed,,
Joseph Walsh,14576811,Female,28,85351,East Michael,58,001-682-620-8099x377,1622,Basic,48,Bank Transfer,77.72,10.71,Stayed,,
Todd Mcconnell,295055,Female,59,09331,East Julieland,31,001-755-214-7894x0024,1408,Standard,78,Credit Card,119.42,3.22,Stayed,,
Kyle Wood,75477453,Female,19,00598,Lake Marvin,11,001-476-586-4567x907,141,Standard,123,PayPal,29.09,28.71,Stayed,,
Danielle Palmer,77337936,Male,20,60625,East Pamelabury,52,560-959-9567x6978,1603,Basic,194,PayPal,27.9,31.1,Stayed,,
Robert Estrada,58147393,Male,40,59837,North Elizabeth,15,493.730.0863,1939,Premium,126,PayPal,149.67,25.29,Churned,Other,Deceased
Matthew Diaz,35216669,Male,72,38274,East Timothyberg,7,679.685.2903x974,112,Standard,138,PayPal,100.01,40.86,Churned,Price,Extra data charges
Julie Martinez,26419332,Male,29,26490,Nathanberg,28,616-658-9397,1735,Premium,149,PayPal,66.13,43.05,Stayed,,
Kiara Green,77140695,Male,37,48351,Robertmouth,51,001-994-869-5188x051,561,Basic,55,Credit Card,54.27,30.78,Stayed,,
Sharon Suarez,15030499,Male,22,46009,Hernandezmouth,58,+1-936-310-1774x2584,1212,Standard,42,PayPal,140.59,0.64,Stayed,,
Marissa Gomez,36912555,Male,54,13848,Michaelfurt,5,948.520.0513x98609,1771,Standard,156,Bank Transfer,20.07,34.76,Stayed,,
Ruth Lloyd,70345728,Female,55,24740,East Stacey,5,001-895-818-8243,1258,Basic,55,PayPal,165.06,20.9,Stayed,,
David Pearson,4319296,Male,47,82074,North Justin,8,269-277-9264x4817,1278,Standard,14,PayPal,34.26,28.28,Stayed,,
Kevin Meyer,55110242,Female,26,90157,Taylorstad,64,979.929.2125,821,Basic,124,PayPal,54.47,32.45,Stayed,,
Dr. Charles Ruiz,43342560,Male,51,68200,Jillville,10,376.208.8257,1287,Standard,153,PayPal,89.52,17.51,Churned,Dissatisfaction,Network reliability
Jason Hunt,84793979,Male,70,39176,Lake Sheilaview,38,(985)536-9576x8127,305,Basic,74,PayPal,107.27,45.85,Churned,Other,Deceased
Joanne Herrera,27242043,Male,61,30339,Lake Cathy,8,204.432.4019x89841,184,Standard,89,Credit Card,83.9,6.7,Stayed,,
Jacob Obrien,64648748,Female,52,68501,Karlview,25,885.778.9660,1646,Premium,61,Credit Card,77.73,33.58,Stayed,,
Alison Adams,21134455,Female,69,55598,Lake Nancymouth,66,655.880.2903x4532,924,Premium,130,PayPal,193.5,0.22,Stayed,,
Nicholas Rodgers,54299902,Female,75,59770,Carmenberg,50,+1-770-968-3054x872,871,Premium,43,Credit Card,135.48,46.23,Stayed,,
Kristin Owens,18426937,Female,39,46674,Gonzalezburgh,67,+1-533-913-3995x4074,137,Standard,37,Bank Transfer,24.22,5.63,Stayed,,
Karen Frazier,52251451,Male,61,76685,Oliverburgh,49,599.517.8597x19179,1909,Standard,191,PayPal,97.43,4.74,Stayed,,
John Barnes,91886904,Female,41,32443,Wilcoxhaven,36,356-242-0671x7353,1037,Premium,22,Bank Transfer,177.5,16.65,Stayed,,
David Solomon,14657342,Male,34,96319,Port Kimberly,68,(832)248-5281x6576,1280,Premium,188,Bank Transfer,74.26,18.68,Stayed,,
Dana Beasley,25259671,Male,27,78228,East Kurt,41,001-992-760-8618x75013,1202,Basic,61,PayPal,37.02,10.72,Stayed,,
Tiffany Santos,56515621,Female,47,96613,Jordanhaven,62,+1-234-991-6590x30613,872,Basic,100,Bank Transfer,156.51,29.26,Stayed,,
Matthew Davis DDS,59525250,Female,73,87214,North Bruce,10,(380)203-7314,1076,Basic,52,Bank Transfer,129.08,22.15,Stayed,,
Amanda Edwards,74165810,Female,76,42061,Brownshire,21,001-719-716-7763x0341,1023,Premium,46,Bank Transfer,122.66,1.71,Stayed,,
Melissa Burnett DDS,72463379,Female,63,33463,Lake Rileymouth,36,947-409-1635,983,Premium,31,PayPal,29.64,15.98,Churned,Other,Unknown
Scott Hardin,88239041,Female,40,07869,West Seanville,12,755-333-5329,1827,Premium,78,PayPal,45.29,40.52,Stayed,,
Richard Goodman,50795962,Female,49,90482,Craneton,2,(862)389-9791x61663,170,Basic,114,Bank Transfer,132.06,34.49,Churned,Dissatisfaction,Network reliability
Mr. Joel Mcknight,72026282,Female,34,47116,Thompsonbury,13,615-252-0714x0786,1458,Standard,184,PayPal,57.41,36.24,Stayed,,
Donna Miller,73024723,Female,67,66434,Cunninghamstad,53,(559)355-6564,1687,Premium,174,PayPal,110.73,34.91,Stayed,,
Kathy Griffin,56888068,Male,68,07083,New Wayneberg,32,+1-428-817-9209,1111,Standard,36,Bank Transfer,118.08,15.55,Stayed,,
Deborah Becker,2194756,Female,34,16932,New Jonathanfort,16,+1-951-223-4832x57828,1414,Standard,30,PayPal,71.03,4.98,Stayed,,
Susan Lynch,38425346,Female,31,27499,Lake Cynthiafurt,32,943.566.9672x2258,1057,Standard,29,Credit Card,190.72,13.62,Stayed,,
Brian Watson,19844532,Male,26,13918,North Benjaminstad,32,+1-663-717-9279,974,Basic,79,PayPal,171.64,41.59,Stayed,,
Jason Smith,26711632,Female,57,59063,Vanessahaven,11,691.369.9502,694,Standard,27,Credit Card,150.03,49.02,Stayed,,
Joseph Reeves,24218220,Male,19,22328,Christophershire,10,373.785.6862x02035,763,Premium,61,Bank Transfer,34.04,24.69,Stayed,,
Shannon Duran,25503255,Male,62,95858,New Kevinchester,15,+1-523-999-8360x2632,909,Basic,184,PayPal,39.1,0.49,Stayed,,
Sarah Lee,41324193,Female,42,61739,North Rachelmouth,17,606-291-5817,70,Premium,130,Bank Transfer,108.7,7.0,Stayed,,
Randy Douglas,26169017,Male,56,50563,New Jasmine,40,4838920553,291,Premium,91,Bank Transfer,48.93,16.1,Stayed,,
Pamela Mejia,75480046,Male,26,21033,Port Josephstad,18,(743)245-1518,504,Basic,35,Bank Transfer,196.09,28.93,Stayed,,
Julie Taylor,50476365,Male,71,06243,East Michaeltown,55,780-562-8607x3884,1012,Premium,68,Bank Transfer,48.53,3.75,Stayed,,
Kelli Scott,83560678,Male,39,63079,South Craighaven,25,(782)293-8357,670,Premium,37,Bank Transfer,107.74,47.17,Stayed,,
Doris Henry,49284209,Female,60,46556,North Troyville,59,972-724-8281,352,Basic,6,PayPal,85.54,18.25,Stayed,,
Janet Johnson,19304423,Male,63,85271,Barrymouth,22,001-477-612-0618x17315,1669,Premium,22,Credit Card,135.09,45.63,Stayed,,
Susan Elliott,62570051,Female,21,88715,Stephenbury,30,+1-221-380-2861,1668,Standard,179,PayPal,43.23,39.03,Stayed,,
Tammy Hughes,51432709,Male,43,57194,Port Anthony,44,+1-418-252-1766x0136,852,Premium,165,PayPal,97.46,37.77,Stayed,,
Howard Woods,79298566,Male,75,29709,Lake Sandra,32,+1-258-464-4279x62397,1013,Standard,88,PayPal,69.45,30.34,Stayed,,
Andrew Anderson,86485175,Male,46,82826,Vanessashire,51,291.841.3702,118,Premium,39,PayPal,179.8,31.34,Stayed,,
John Williams,95603753,Male,62,80659,Lake Brandy,46,(639)727-4339,1202,Basic,183,Credit Card,27.31,31.9,Stayed,,
Maria Coleman,63948943,Female,51,66925,Nicolehaven,21,744-401-8133,245,Basic,118,PayPal,184.47,31.44,Stayed,,
Adam Krueger,15271854,Female,40,71271,Lake Kathyview,32,+1-435-858-4267x689,189,Premium,150,Bank Transfer,169.94,27.69,Stayed,,
Bryce Fisher,14854930,Male,54,35755,Higginsfurt,39,415.205.2764x074,1517,Basic,114,PayPal,73.56,49.32,Stayed,,
Melissa Hoover,58756445,Male,28,35842,Michaelborough,12,284.904.2939,332,Premium,92,PayPal,162.07,36.61,Stayed,,
Christopher Hill,95585887,Female,23,65470,Burkefurt,47,(759)692-2713,361,Basic,76,Credit Card,25.62,38.85,Stayed,,
Michael Smith,66054121,Male,35,49453,New Annchester,18,3786580257,795,Standard,129,Credit Card,194.04,43.62,Stayed,,
Dustin Clark,48592303,Male,38,88715,Evansfort,21,+1-731-944-2089x9642,1608,Premium,34,Bank Transfer,114.79,10.78,Stayed,,
Christopher Chandler,31955279,Male,59,34461,Brittanyton,13,598.800.3503,1738,Standard,176,PayPal,74.59,4.19,Stayed,,
Michael Harvey,49870313,Female,53,03065,South Leslieside,21,995.449.5619x231,326,Standard,57,PayPal,85.26,24.14,Stayed,,
Mark Parrish,81170521,Female,58,85046,North Michaelmouth,8,719.650.5598x9396,110,Premium,142,PayPal,31.95,25.7,Stayed,,
Sara Murillo,60568845,Female,55,92549,Bowmanville,46,245.807.8863,1392,Standard,91,Bank Transfer,198.08,41.46,Stayed,,
Christopher Stewart,70187623,Male,51,46773,Leroyfurt,7,+1-641-302-4146x938,1963,Premium,184,Credit Card,27.07,22.19,Stayed,,
Julie Long,64199717,Male,34,17829,Esparzastad,23,+1-657-328-3921x791,101,Standard,181,Bank Transfer,137.88,28.54,Stayed,,
Amanda Brooks,28067479,Female,54,39249,Sanchezland,22,242.514.0144,1929,Premium,143,PayPal,99.69,26.35,Churned,Other,Unknown
James Cruz,968297,Female,42,61202,Geraldchester,22,(451)378-8402x6873,202,Premium,198,Credit Card,190.8,1.91,Stayed,,
Jessica King,21550487,Female,55,69104,Jeffreychester,29,001-841-880-8500x82128,1822,Basic,190,Credit Card,64.28,30.76,Stayed,,
Angela Davis,55023016,Female,75,17001,North Amanda,13,676.210.8259,1384,Premium,168,Bank Transfer,115.78,41.4,Stayed,,
Stacy Stephens,86250140,Male,29,78413,Mccarthymouth,2,+1-284-314-0686x24443,1887,Premium,165,Credit Card,106.82,7.88,Stayed,,
Jacqueline Rollins,96595016,Female,40,55569,Scottberg,29,817.600.7390x97903,593,Standard,179,Credit Card,146.52,29.72,Stayed,,
Christina White,26801770,Male,70,99470,North John,52,505.422.6087x9036,616,Premium,17,PayPal,32.24,29.68,Churned,Competitor,Competitor had better coverage
Tammy Johnson,45975025,Female,59,13471,North Laura,27,504-789-7829x0983,1937,Basic,44,PayPal,54.88,8.21,Stayed,,
Brian Salazar,5897261,Male,39,26281,Lake Joseph,50,(945)394-5776x994,1462,Standard,93,Credit Card,58.62,6.17,Stayed,,
William Graves,39758699,Female,38,09154,Clarkberg,23,+1-316-459-5707x089,1621,Standard,72,Credit Card,152.87,49.0,Stayed,,
Jasmine Martin,45637375,Female,44,24539,Ochoafurt,44,(805)452-8227x49735,671,Basic,46,Bank Transfer,54.04,19.69,Churned,Dissatisfaction,Service dissatisfaction
Christopher Brown,33810670,Female,74,61121,East Thomas,22,(799)391-2914x993,1250,Standard,151,Bank Transfer,123.23,11.37,Stayed,,
Edward Higgins,49397912,Female,48,73626,Stevenmouth,43,(804)245-4211,1435,Standard,98,Credit Card,58.74,8.57,Stayed,,
Tina Mills,4715573,Male,23,84948,Schultzfort,37,001-965-399-6860x58689,363,Standard,23,PayPal,175.09,33.38,Stayed,,
Tonya Harrison,85101794,Female,44,25408,Woodhaven,61,315-817-3068x99997,856,Standard,190,Credit Card,189.59,30.47,Stayed,,
Tara Hensley,39042862,Male,57,51857,West Daniel,56,(425)785-4007x010,897,Basic,27,Credit Card,113.33,32.18,Stayed,,
Dr. Jonathan Robinson,26109325,Male,51,02460,North Phillipbury,3,+1-444-291-8453x9638,146,Basic,58,PayPal,83.42,4.4,Stayed,,
Stephanie Richmond,24349243,Male,29,44405,Johnsonport,63,+1-834-498-0169,930,Standard,69,PayPal,62.13,44.68,Stayed,,
Laura Wang,25361498,Male,62,14572,New Adam,19,941-735-5310x8411,1286,Standard,144,Bank Transfer,28.96,19.46,Stayed,,
Shawn Kent,39924207,Female,74,91069,West Victoria,23,(935)880-7611x273,878,Basic,28,Bank Transfer,68.33,15.67,Stayed,,
William Summers,9525787,Male,70,02859,Martinezfurt,29,554-691-7194x178,186,Basic,38,Bank Transfer,137.76,23.12,Stayed,,
Joy Jones,72420537,Male,24,89546,Lake Jeffborough,30,737.862.7098x9180,1079,Basic,57,Bank Transfer,116.05,19.5,Stayed,,
Sean Jenkins,95181161,Male,27,54248,Lake Lawrence,39,(445)770-1145x205,1060,Standard,140,PayPal,189.93,43.18,Churned,Dissatisfaction,Product dissatisfaction
Charles Tran,28024276,Female,62,93206,Flynnside,25,001-312-818-7819x053,158,Standard,22,Credit Card,91.33,46.46,Stayed,,
Mrs. Courtney Stone,61294464,Female,34,46324,East Jeffrey,8,284.717.2640x183,596,Premium,61,Bank Transfer,144.9,15.17,Churned,Competitor,Competitor had better coverage
Melissa Rodriguez,20203618,Female,43,85883,Johnsonside,58,209-402-4125x350,1112,Basic,116,Bank Transfer,108.08,43.2,Churned,Price,Price too high
Phillip Bruce,55073922,Female,38,33401,Luisberg,16,692.622.8027x8249,711,Standard,9,PayPal,112.26,39.08,Stayed,,
Sydney Moore,22172036,Male,45,24654,Port Tammyburgh,1,996.911.8508,474,Basic,158,PayPal,68.2,46.54,Stayed,,
Jacob Hunter DVM,22725954,Male,79,55842,North Keithton,5,(753)401-5982x3931,679,Standard,162,Credit Card,101.89,12.29,Stayed,,
Robert Smith,58361592,Female,75,69114,Lake Sheilatown,3,(821)517-5666x1646,310,Basic,186,Credit Card,104.74,28.85,Stayed,,
Michael Murray,86954278,Male,63,65490,Port Jeremyhaven,65,5846639055,1499,Standard,17,PayPal,147.2,13.73,Stayed,,
Johnny Coleman,77858366,Male,19,85918,Lake Kellyberg,4,768-665-5722x10901,136,Premium,87,Bank Transfer,189.32,41.2,Stayed,,
Matthew Smith,32907584,Male,77,48977,Huntmouth,64,001-827-641-5507,514,Premium,33,Bank Transfer,79.28,0.27,Stayed,,
Daniel Cook,56648919,Female,71,12864,North Candace,10,469.571.8357,125,Basic,7,Bank Transfer,27.6,28.24,Stayed,,
Julie Robles,6491307,Female,60,53126,North Jenniferburgh,21,387.417.4380x9022,520,Standard,94,Credit Card,109.33,16.96,Stayed,,
Willie Hooper,70814856,Male,18,38702,Dominguezburgh,46,857.532.4131x5455,463,Standard,108,Bank Transfer,118.0,16.13,Churned,Price,Long distance charges
Kristin Duke,75048303,Female,68,07312,East David,27,527-487-6160,874,Basic,127,Bank Transfer,50.32,32.25,Stayed,,
Karen Armstrong,33803036,Female,70,79882,East Joseph,66,471.715.8932x093,944,Standard,190,PayPal,156.88,42.57,Churned,Price,Price too high
Samuel Ferrell,23803813,Female,53,08774,Lauraborough,41,(222)789-0088,775,Basic,80,Bank Transfer,197.29,30.46,Stayed,,
Richard Hicks,85650529,Female,68,07667,Christopherview,13,8137792425,506,Standard,134,PayPal,190.24,42.66,Churned,Other,Moved
Jacob Davis,5995171,Female,43,21177,Janetside,9,(468)209-5121,1358,Basic,112,Bank Transfer,55.48,13.23,Stayed,,
Christina Byrd,11356559,Male,46,15896,Melaniehaven,36,589.916.4736x83671,1312,Standard,160,Credit Card,177.57,25.98,Stayed,,
Kevin Livingston,64400617,Female,38,14656,Lake Jeffrey,58,(637)625-1022x46624,1750,Basic,86,Bank Transfer,146.81,22.53,Stayed,,
Kelsey Wilson,70197131,Male,28,35901,West Paul,54,001-398-359-7953,1672,Standard,81,Bank Transfer,101.69,0.58,Stayed,,
Carlos Perez,18970533,Male,57,52549,East Amy,12,001-227-346-6171x80067,702,Premium,6,PayPal,117.31,27.84,Churned,Competitor,Competitor offered more data
Tina Gonzalez,16632086,Female,28,19642,Phammouth,14,4538158950,721,Standard,131,PayPal,172.93,33.08,Stayed,,
Jason Callahan,64828246,Male,53,75394,Williamsville,34,(948)756-3382,1631,Basic,139,PayPal,106.42,29.6,Churned,Dissatisfaction,Product dissatisfaction
Chris Phillips,79023654,Male,66,03081,Matthewtown,53,791-997-9530,1445,Premium,30,Bank Transfer,87.18,36.81,Stayed,,
Teresa Barton,53118976,Male,76,81027,New Catherineland,20,715.421.1652x4826,544,Standard,92,Bank Transfer,108.78,28.57,Stayed,,
William Park,792256,Female,56,59438,Tammystad,16,+1-594-945-4596x3497,1697,Premium,20,Credit Card,124.24,3.34,Churned,Dissatisfaction,Network reliability
Jason Hicks,27925391,Female,57,54125,Terrancehaven,70,(698)302-2769,1992,Standard,155,Bank Transfer,54.03,5.82,Stayed,,
Matthew Brown,98709346,Male,52,87098,New Tammymouth,56,001-668-708-6708x22676,1118,Premium,172,Credit Card,182.16,29.82,Stayed,,
Shari Rose,55489806,Female,71,70587,North Michaelberg,58,001-815-656-5378x981,1474,Basic,192,PayPal,141.35,13.75,Churned,Dissatisfaction,Product dissatisfaction
Eric White MD,7346014,Female,51,18903,North Rebecca,4,+1-687-896-2603x6515,1320,Standard,77,PayPal,133.99,3.98,Churned,Other,Moved
Jason Boyd,99037497,Female,72,90107,Lisastad,4,001-906-519-4915x694,1689,Standard,36,PayPal,37.91,21.48,Churned,Other,Moved
Kevin Delacruz,44249927,Female,64,12384,West Karenshire,20,+1-354-252-0162x4637,646,Basic,19,Credit Card,128.75,27.72,Churned,Price,Price too high
Lauren Owen,6895737,Male,41,43148,Lindashire,10,+1-362-298-0916x11245,499,Premium,145,Bank Transfer,41.77,16.44,Stayed,,
Luke Hudson,32111761,Male,71,07575,South Carlaton,24,304-543-6795,534,Basic,9,PayPal,34.17,36.02,Churned,Other,Unknown
Anthony Petty,73123748,Female,39,13204,Carpentermouth,26,(366)939-5344,695,Basic,78,Bank Transfer,114.92,32.19,Stayed,,
Jerry Moore,70053729,Female,22,00939,Jamesberg,37,+1-593-538-7590x5947,669,Premium,56,Bank Transfer,92.5,16.64,Churned,Price,Price too high
Joshua Edwards,784232,Male,73,46664,Gonzalezfurt,54,246.501.6455x854,1091,Basic,81,PayPal,125.99,37.74,Stayed,,
Amber Vance,9195457,Male,50,38115,Mcintyrestad,21,334.571.6347x7017,1679,Standard,173,Credit Card,36.06,32.43,Stayed,,
Mason Miller,21864536,Female,75,86009,South James,38,256-722-5760,711,Standard,185,Bank Transfer,97.58,31.87,Stayed,,
Brianna Matthews,63013191,Male,53,72598,Benderberg,46,859-214-1425x26586,807,Standard,114,PayPal,51.46,27.67,Stayed,,
Karla Jenkins,56514888,Female,64,50083,West Sandramouth,4,658-391-1633x493,338,Basic,182,Bank Transfer,197.68,0.57,Stayed,,
Tasha Griffith,28121851,Female,37,37779,East Angela,60,808.807.8693x524,1487,Standard,147,Bank Transfer,121.01,34.83,Churned,Price,Long distance charges
Dustin Bishop,6465125,Male,36,89956,Benjaminshire,57,001-766-848-4381x911,770,Standard,110,Bank Transfer,143.74,18.8,Churned,Dissatisfaction,Product dissatisfaction
Nicholas Smith,35886377,Male,52,97123,East Nicolebury,45,850-967-0548x531,687,Standard,131,Bank Transfer,78.58,47.13,Stayed,,
Brian Williams,4730060,Female,69,28358,Port Jason,20,749-533-8373x763,284,Standard,11,Bank Transfer,37.05,40.9,Stayed,,
Karen Paul,35475435,Female,60,27305,East Stephanie,17,7726282044,465,Standard,44,Credit Card,195.66,29.38,Stayed,,
Lauren Gardner,97354740,Male,34,64233,Johnborough,71,785-621-6191,987,Standard,160,Credit Card,71.53,12.61,Stayed,,
Ruben Ellison,15321152,Female,79,22584,New Misty,4,260-851-5855,548,Basic,164,PayPal,96.29,10.19,Stayed,,
Grant Ryan,10324864,Male,76,36358,Port Erin,14,719-678-0186x937,1023,Standard,103,Credit Card,136.98,17.02,Churned,Other,Deceased
Jennifer Nelson,33990533,Female,62,36441,North Mathew,3,001-375-328-9061x47985,683,Standard,147,Credit Card,24.45,23.83,Stayed,,
William Carpenter,12596901,Male,60,75019,West Scottstad,58,(359)610-9987x993,1723,Premium,89,Credit Card,165.85,14.8,Stayed,,
Michelle Ruiz,47418074,Male,51,89744,Hoffmantown,55,789.557.0244x2287,1069,Basic,69,Bank Transfer,116.58,25.75,Stayed,,
Jessica Thompson,21355956,Male,26,25570,West Benjamin,4,226.934.2280x699,164,Basic,136,Bank Transfer,70.08,8.27,Stayed,,
Amy Wright,46355315,Female,43,80752,Brownberg,24,001-726-972-5614x623,981,Basic,15,PayPal,31.09,48.89,Stayed,,
Timothy Ware,16874631,Female,19,07842,West Tina,34,+1-562-227-4745x5086,723,Basic,112,PayPal,49.25,5.4,Stayed,,
Joshua Morris,19383780,Male,70,24267,Port Brittany,30,818.613.9166,1786,Standard,30,PayPal,181.11,46.6,Stayed,,
Annette Thompson,37521379,Female,26,62552,Lake Tammieburgh,19,996.532.8159x7200,1307,Standard,193,Bank Transfer,143.48,45.68,Stayed,,
Jeffrey Ray,81177567,Male,26,47612,Sarahfurt,31,001-462-972-1104x67278,1613,Premium,169,Credit Card,64.98,26.27,Churned,Price,Price too high
Justin Roth,34388368,Male,57,29958,Andersenport,60,993.787.5806x143,1084,Premium,155,Credit Card,31.81,36.25,Stayed,,
Dana Rasmussen,26993091,Female,34,02893,North Brandontown,60,+1-547-725-3904,255,Basic,89,Bank Transfer,144.31,21.8,Stayed,,
Paula Smith,47178569,Female,18,47327,Lake Daniel,19,3142786255,1752,Premium,172,PayPal,123.03,31.5,Stayed,,
Amy Johnson,11901560,Male,42,39538,Larsenland,49,383-598-7489x7298,296,Premium,155,PayPal,92.81,17.03,Churned,Competitor,Competitor offered more data
Ashley Nelson,45242736,Female,78,73464,Samanthahaven,63,001-884-462-7370x2165,1632,Basic,127,PayPal,85.45,15.06,Stayed,,
Wayne Higgins,62550257,Female,60,52637,West Jennifer,22,222.287.8006,807,Basic,148,Bank Transfer,59.03,28.91,Churned,Competitor,Competitor offered better device
